,Turno_TempoUsoTotal_Somado,Login_Quantidade,Log_Post_Quantidade_Somado,Questionario_TempoUso_Somado,Log_View_Quantidade_Somado,Numero_Dias_Acessados_Modulo_Somado,Evadido,CodigoTurma
670,20615,4,37,8065,78,13,0,6398
671,22164,13,36,5283,162,15,0,6398
672,26265,19,32,4015,137,14,1,6398
673,57061,45,56,3761,569,27,0,6398
674,6196,0,3,53,26,8,1,6398
675,33980,5,73,3579,252,20,0,6398
676,32850,14,63,8861,200,17,0,6398
677,20190,0,5,300,160,14,1,6398
678,13283,0,6,300,76,17,1,6398
679,33570,2,49,4769,302,30,0,6398
680,45419,22,116,13809,291,26,0,6398
681,74052,53,35,5452,783,36,0,6398
682,47607,18,29,4646,312,32,1,6398
683,40862,24,18,2708,230,20,1,6398
684,96985,47,106,24485,604,34,1,6398
685,53327,34,62,2893,399,25,0,6398
686,51964,41,60,4267,486,31,0,6398
687,33259,18,62,4418,265,21,0,6398
688,37001,26,5,67,667,21,0,6398
689,6302,1,2,0,41,11,1,6398
690,28304,25,6,258,299,23,1,6398
691,18910,5,14,162,177,12,1,6398
692,11180,3,15,987,112,10,1,7098
693,19423,0,12,0,118,11,0,7098
694,38835,20,21,6334,298,22,0,7098
695,0,0,0,0,0,0,1,7098
696,79964,14,53,4769,610,32,0,7098
697,10808,3,24,2547,75,15,0,7098
698,6455,0,0,0,26,7,1,7098
699,20648,1,80,5315,169,13,0,7098
700,9138,0,7,0,40,6,1,7098
701,8698,9,18,2592,75,15,1,7098
702,23913,4,26,909,165,10,0,7098
703,33347,25,38,3781,250,23,0,7098
704,30878,12,22,988,223,24,0,7098
705,0,0,0,0,0,0,1,7098
706,22329,11,63,9661,195,15,0,7098
707,24401,3,33,2685,236,13,0,7098
708,1368,0,0,12,12,3,1,7098
709,8433,5,10,1468,62,8,1,7098
710,21893,10,52,3881,163,11,0,7098
711,5746,4,3,642,60,11,1,7098
712,80862,38,209,8133,660,28,0,7098
713,17572,3,28,2474,128,8,0,7098
714,12394,5,10,374,94,10,0,7098
715,0,0,0,0,0,0,1,7098
716,39799,6,44,1576,279,28,1,7098
717,8792,4,22,796,105,11,1,7098
718,49385,27,98,693,340,27,1,7098
719,31623,7,76,6422,185,19,0,7098
720,24592,2,23,2273,175,11,1,7098
721,43266,28,11,497,409,21,0,7098
722,72404,18,66,6619,631,37,0,7098
723,18697,5,20,2729,139,19,0,7098
724,6743,5,6,300,48,10,1,7098
725,44305,13,59,7182,400,23,0,7098
726,25392,9,26,2767,238,21,0,7098
727,54630,22,64,3214,408,34,0,7098
728,2966,1,2,300,16,8,1,7098
729,18676,8,54,2643,177,11,1,7098
730,48823,10,56,5148,347,18,0,7098
731,600,0,0,0,2,2,1,7098
732,0,0,0,0,1,1,1,7098
733,23253,11,39,4007,187,22,1,7098
734,27037,10,25,1277,283,21,0,7098
735,17907,6,18,0,202,18,1,7098
736,38823,7,66,4971,242,18,0,7098
737,33203,18,41,2330,343,26,0,7098
738,64806,29,160,5596,490,25,0,7098
739,48199,9,103,11800,313,25,0,7098
740,51463,22,56,10614,382,24,0,7098
741,65199,27,48,7988,418,24,0,7098
742,44618,6,74,2670,329,25,0,7098
743,300,0,0,0,1,1,1,7098
744,39963,8,49,4372,284,25,0,7098
745,27945,9,17,1001,165,17,0,7098
746,48460,21,132,15697,235,19,0,7098
747,17018,6,38,1372,149,12,0,7098
748,31663,10,62,5715,185,18,0,7098
749,6112,0,4,63,65,7,1,7098
750,20376,3,139,10706,132,14,1,7098
751,97009,39,181,10287,820,29,0,7098
752,42801,10,15,3588,261,21,0,7098
753,57737,10,61,4689,365,25,1,7098
754,26738,17,7,2399,261,24,0,7098
755,67225,14,117,17413,473,27,0,7098
756,15251,6,36,3504,90,15,0,7098
757,56755,30,73,6074,357,31,0,7098
758,33679,16,110,4884,393,28,1,7098
759,18137,5,15,2695,130,12,0,7098
760,38876,20,82,6340,289,14,0,7098
761,0,0,0,0,0,0,1,7098
762,4342,5,0,0,27,5,1,7098
763,1737,0,2,0,37,3,1,7098
764,22952,7,64,8647,132,15,0,7098
765,7404,4,8,31,46,7,0,7098
766,21831,9,17,3721,199,21,0,7098
767,9042,2,12,3125,41,10,1,7098
768,43785,20,44,1358,469,20,0,7098
769,48355,17,192,16182,367,25,0,7098
770,25810,0,10,683,322,17,1,7098
771,13316,5,36,4295,64,14,0,7118
772,16750,7,5,15,110,17,0,7118
773,25896,8,21,50,158,25,0,7118
774,29496,1,30,359,233,17,0,7118
775,6148,3,3,331,33,9,0,7118
776,17286,2,40,1567,198,13,1,7118
777,30781,7,46,1201,401,25,0,7118
778,27757,4,8,5,194,14,1,7118
779,32690,9,29,5194,224,18,1,7118
780,35334,13,35,2901,539,32,0,7118
781,49460,12,65,2380,363,35,0,7118
782,53958,13,37,3230,364,31,0,7118
783,20183,5,47,7380,164,20,0,7118
784,14012,6,7,151,138,10,0,7118
785,43751,16,46,9663,212,29,0,7118
786,22593,18,60,4233,153,16,0,7118
787,41153,18,49,8933,337,26,0,7118
788,30521,17,70,4657,221,20,0,7118
789,35435,15,49,3535,393,29,0,7118
790,25585,17,27,1879,232,21,1,7118
791,31033,12,30,1725,224,19,0,7118
792,39005,3,62,7952,217,24,1,7118
793,1555,0,2,0,15,3,1,7118
794,48643,26,53,2239,411,27,0,7118
795,6903,0,2,0,44,7,1,7118
796,84395,26,84,10050,408,38,0,7118
797,41770,13,107,7776,336,32,0,7118
798,23971,6,15,916,281,12,0,7118
799,36069,19,31,724,287,21,0,7118
800,8866,3,14,1036,73,17,1,7118
801,11241,0,4,0,116,5,1,7118
802,1115,0,0,0,12,2,1,7118
803,30083,12,55,5996,272,23,0,7118
804,82823,16,122,10647,553,37,0,7118
805,58626,8,86,9954,347,19,0,7118
806,17998,7,10,0,124,17,0,7118
807,6879,0,19,993,42,4,1,7118
808,21333,10,22,3673,190,24,0,7118
809,17284,14,39,4789,133,16,1,7118
810,34624,22,70,5253,347,25,0,7118
811,13098,6,17,1341,84,16,1,7118
812,37172,13,54,2580,247,27,1,7118
813,29273,6,44,4078,269,17,0,7118
814,8397,3,82,26,38,8,1,7118
815,25846,20,43,3760,214,22,0,7118
816,16375,16,44,1363,224,20,1,7118
817,12119,0,12,0,74,7,1,7118
818,16424,9,23,3943,126,10,0,7118
819,60611,39,77,6689,654,31,0,7118
820,16621,4,5,536,91,10,1,7118
821,3268,0,0,68,27,4,1,7118
822,43834,8,159,7259,338,17,0,7118
823,18002,18,43,2840,147,22,0,7118
824,43637,21,91,10272,261,17,0,7118
825,21436,10,32,1682,181,23,1,7118
826,75796,47,70,9120,620,25,0,7118
827,5226,0,1,0,48,5,1,7118
828,12474,7,2,39,104,13,1,7118
829,10674,7,17,2336,71,13,0,7118
830,82126,20,122,4538,1062,30,0,7118
831,34729,2,7,969,304,12,1,7118
832,16750,3,29,4212,156,19,0,7118
833,31900,14,58,5808,327,21,0,7118
834,22195,13,117,8229,127,13,1,7118
835,21214,3,74,1353,149,15,0,7118
836,12250,7,4,0,84,9,1,7118
837,38343,25,16,2014,326,28,0,7118
838,1236,0,0,0,16,3,1,7118
839,38711,7,15,1087,353,29,0,7118
840,32552,1,22,1332,298,19,1,7118
841,53591,13,166,18655,306,25,0,7118
842,0,0,0,0,0,0,1,7118
843,31626,14,50,3682,231,16,1,7118
844,15689,0,16,1143,150,10,1,7118
845,30049,12,78,4288,297,16,0,7118
846,70618,2,90,5119,555,25,0,7118
847,43662,11,65,6331,366,25,1,7118
848,29097,11,43,6005,206,14,1,7118
849,104598,22,51,5289,1016,30,0,7118
850,43646,12,49,8047,327,30,0,7118
851,36140,1,34,6750,213,19,0,7118
852,36162,5,36,1154,255,22,0,7118
853,74309,34,41,4144,600,26,0,7118
854,19850,9,29,1890,188,18,1,7118
855,86146,44,75,6445,732,32,0,7118
856,64803,29,57,7646,756,32,0,7118
857,31994,9,34,5376,230,18,1,7118
858,12859,4,5,270,107,12,1,7118
859,32263,12,35,2875,183,17,0,7274
860,18835,9,17,1334,149,25,0,7274
861,11172,0,5,0,91,4,1,7274
862,6124,2,3,300,42,8,1,7274
863,4204,0,0,0,60,4,1,7274
864,63853,23,91,14198,497,21,0,7274
865,7896,7,4,69,78,10,1,7274
866,1203,0,0,0,8,1,1,7274
867,36924,16,71,13069,211,12,0,7274
868,4325,2,2,619,52,3,1,7274
869,45447,49,127,8217,429,25,0,7274
870,8777,6,22,799,119,14,1,7274
871,10511,5,29,1606,124,16,1,7274
872,5012,0,2,5,64,9,1,7274
873,8595,1,10,615,102,10,0,7274
874,0,0,0,0,1,1,1,7274
875,13285,4,15,2645,74,14,1,7274
876,7679,0,1,0,66,11,1,7274
877,4204,3,0,0,48,6,1,7274
878,12280,0,11,0,110,10,1,7274
879,8934,8,20,2122,79,10,0,7274
880,26477,6,47,2668,241,26,0,7274
881,0,0,0,0,0,0,1,7274
882,14000,7,12,82,95,6,1,7274
883,16404,16,45,3730,90,12,0,7274
884,18696,11,33,7011,105,14,0,7274
885,45848,11,46,7239,308,24,0,7274
886,2784,0,1,0,25,6,1,7274
887,25021,10,40,2811,273,30,0,7274
888,22280,5,6,562,166,17,0,7274
889,14055,8,25,3323,91,17,0,7274
890,43304,12,51,7127,291,20,0,7274
891,62050,30,106,1783,413,27,1,7274
892,24606,10,6,2034,150,24,1,7274
893,3729,0,3,96,43,6,1,7274
894,12330,10,3,386,86,18,0,7274
895,8493,4,6,0,55,9,0,7274
896,0,0,0,0,0,0,1,7274
897,5084,0,0,5,29,6,0,7274
898,0,0,0,0,0,0,1,7274
899,21292,9,29,732,216,18,0,7274
900,49118,26,69,2862,490,25,0,7274
901,23136,6,14,331,195,18,1,7274
902,379,0,0,0,4,1,1,7274
903,0,0,0,0,0,0,1,7274
904,3495,5,4,333,19,6,0,7274
905,144063,88,78,2974,1160,40,0,7274
906,11845,0,4,300,144,11,0,7274
907,20550,10,8,700,127,17,0,7274
908,860,0,0,0,9,2,1,7274
909,86628,29,191,7566,464,33,0,7274
910,23927,10,50,1362,208,16,0,7274
911,0,0,0,0,0,0,1,7274
912,46159,9,59,4001,345,22,1,7274
913,40476,24,157,6768,283,20,0,7274
914,20640,5,81,3163,207,14,1,7274
915,8993,1,0,0,45,17,1,7274
916,3324,3,2,318,32,5,1,7274
917,31448,10,44,5915,191,16,0,7274
918,20853,9,1,657,121,17,1,7274
919,0,0,0,0,0,0,1,7274
920,1632,0,4,0,12,3,1,7274
921,55966,27,111,2772,406,26,1,7274
922,0,0,0,0,0,0,1,7274
923,24005,12,23,4959,178,16,0,7274
924,10970,2,1,0,66,10,1,7274
925,0,0,0,0,0,0,1,7274
926,27289,9,17,650,191,24,0,7274
927,5361,0,2,0,53,4,1,7274
928,0,0,0,0,0,0,1,7274
929,20340,17,25,5944,121,11,0,7274
930,5765,0,8,0,56,3,1,7274
931,0,0,0,0,0,0,1,7274
932,786,3,0,0,10,2,1,7274
933,28984,0,37,471,215,14,1,7274
934,17889,13,19,4548,141,10,1,7274
935,9231,0,3,0,133,10,1,7502
936,15352,6,7,2914,140,13,0,7502
937,4905,2,0,0,37,7,1,7502
938,10377,3,2,4715,62,12,0,7502
939,21064,1,15,329,322,18,0,7502
940,22122,5,31,211,257,10,1,7502
941,7399,1,0,0,86,8,1,7502
942,17975,14,4,7815,87,17,1,7502
943,2453,0,1,874,20,3,1,7502
944,5241,0,1,0,40,4,1,7502
945,13184,4,14,295,194,15,1,7502
946,45007,18,11,6930,360,21,0,7502
947,39489,27,15,6636,325,23,0,7502
948,0,0,0,0,0,0,1,7502
949,7267,0,1,14,52,10,0,7502
950,11185,8,2,4569,76,7,1,7502
951,27320,13,23,6311,168,16,0,7502
952,14489,27,6,221,177,15,0,7502
953,4279,6,2,36,52,8,1,7502
954,18263,10,5,1438,231,19,1,7502
955,52240,28,31,16357,399,21,0,7502
956,10864,19,5,1803,127,10,0,7502
957,39299,32,7,3792,274,32,0,7502
958,1821,0,0,0,12,4,1,7502
959,24807,18,2,171,168,25,1,7502
960,20722,21,6,2390,148,10,0,7502
961,13796,1,8,7152,78,13,0,7502
962,13339,2,15,339,116,10,1,7502
963,12101,3,5,1024,128,11,0,7502
964,39280,22,30,4169,428,28,1,7502
965,55871,58,13,4677,493,23,0,7502
966,45039,21,9,8276,282,28,0,7502
967,10463,3,5,922,131,14,1,7502
968,10704,12,8,28,199,12,0,7502
969,54129,31,36,7949,469,32,0,7502
970,82110,28,66,4449,627,31,1,7502
971,0,0,0,0,0,0,1,7502
972,300,0,0,0,2,2,1,7502
973,41646,25,56,2753,291,27,0,7502
974,5699,2,2,8,63,9,1,7502
975,0,0,0,0,0,0,1,7502
976,33737,9,42,2675,314,23,0,7502
977,60359,29,14,12051,525,31,0,7502
978,18232,8,5,3533,120,11,0,7502
979,4814,0,1,0,35,5,1,7502
980,17737,8,6,1368,134,12,1,7502
981,22491,2,6,104,207,18,0,7502
982,918,0,0,0,4,2,1,7502
983,42659,13,28,378,380,24,0,7502
984,5389,0,0,0,48,8,1,7502
985,0,0,0,0,0,0,1,7502
986,32370,7,9,3510,214,26,0,7502
987,25400,2,5,4532,182,14,0,7502
988,0,0,0,0,0,0,1,7502
989,21704,8,8,1711,253,10,1,7502
990,3030,1,0,0,18,8,1,7502
991,29997,15,14,7803,190,10,0,7502
992,348,0,0,0,6,2,1,7502
993,9932,0,3,0,105,6,1,7502
994,0,0,0,0,0,0,1,7502
995,23200,12,14,4073,168,14,0,7502
996,777,0,0,0,8,2,1,7502
997,15459,0,7,4493,109,13,0,7502
998,32428,4,5,3858,188,24,0,7502
999,1520,0,0,0,18,3,1,7502
1000,7628,0,1,0,81,3,1,7502
1001,36856,0,9,5138,253,22,1,7502
1002,30716,22,4,903,280,14,1,7502
